taxa_clean,taxonID,taxonRank,acceptedNameUsageID,taxonomicStatus,update_date,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,vernacularName
Sphecidae,ITIS:154310,family,ITIS:154310,accepted,2019-05-28,NA,NA,NA,NA,NA,NA,,,sphecid wasps
Blastobasidae,ITIS:118702,family,ITIS:694002,synonym,2005-12-13,NA,NA,NA,NA,NA,NA,,,NA
Mymaridae,ITIS:153659,family,ITIS:153659,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,fairyflies
Thyanta,ITIS:108971,genus,ITIS:108971,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Mecidea,ITIS:108744,genus,ITIS:108744,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Nysius,ITIS:107868,genus,ITIS:107868,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Calocoris,ITIS:104785,genus,ITIS:104785,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Callosobruchus,ITIS:187741,genus,ITIS:187741,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Figitidae,ITIS:154028,family,ITIS:154028,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,figitids
Anthomyiidae,ITIS:148685,family,ITIS:148685,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,anthomyiid flies
Rhinacloa,ITIS:106803,genus,ITIS:106803,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Chrysididae,ITIS:154152,family,ITIS:154152,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,cuckoo wasps
Pardosa,ITIS:849078,genus,ITIS:849078,accepted,2019-12-17,NA,NA,NA,NA,NA,NA,,,thinlegged wolf spiders
Scaphytopius,ITIS:200129,genus,ITIS:200129,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Staphylinidae,ITIS:113265,family,ITIS:113265,accepted,2005-11-23,NA,NA,NA,NA,NA,NA,,,rove beetles
Torymidae,ITIS:153968,family,ITIS:153968,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,torymids
Ephydridae,ITIS:146893,family,ITIS:146893,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,brine flies
Mimetidae,ITIS:847738,family,ITIS:847738,accepted,2020-01-28,NA,NA,NA,NA,NA,NA,,,pirate spiders
Tipulidae,ITIS:118840,family,ITIS:118840,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,crane flies
Milichiidae,ITIS:144487,family,ITIS:144487,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,milichiid flies
Dolichopodidae,ITIS:136824,family,ITIS:136824,accepted,2000-06-29,NA,NA,NA,NA,NA,NA,,,longlegged flies
Encyrtidae,ITIS:153945,family,ITIS:153945,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,encyrtids
Myrmecocystus,ITIS:573974,genus,ITIS:573974,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Lygus,ITIS:104978,genus,ITIS:104978,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Ephemerellidae,ITIS:101232,family,ITIS:101232,accepted,2009-09-24,NA,NA,NA,NA,NA,NA,,,NA
Carneocephala,ITIS:200023,genus,ITIS:200023,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Opsius,ITIS:200124,genus,ITIS:200124,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Scathophagidae,ITIS:678096,family,ITIS:678096,accepted,2005-06-17,NA,NA,NA,NA,NA,NA,,,dung flies
Ephemeroptera,ITIS:100502,order,ITIS:100502,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,mayflies
Psectrosciara,ITIS:125743,genus,ITIS:125743,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Neuroptera,ITIS:114999,order,ITIS:114999,accepted,2014-04-02,NA,NA,NA,NA,NA,NA,,,spongillaflies
Eurytomidae,ITIS:154008,family,ITIS:154008,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,seed chalcids
Entomobryidae,ITIS:99643,family,ITIS:99643,accepted,2007-06-14,NA,NA,NA,NA,NA,NA,,,NA
Camponotus,ITIS:154194,genus,ITIS:154194,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Hippodamia convergens,ITIS:114331,species,ITIS:114331,accepted,2005-12-02,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,convergens,,convergent lady beetle
Hippodamia,ITIS:114330,genus,ITIS:114330,accepted,2005-12-02,NA,NA,NA,NA,NA,NA,,,NA
Aeolothripidae,ITIS:103350,family,ITIS:103350,accepted,2005-12-27,NA,NA,NA,NA,NA,NA,,,broad winged thrips
Aysha,ITIS:871729,genus,ITIS:871729,accepted,2012-04-26,NA,NA,NA,NA,NA,NA,,,NA
Oxyopidae,ITIS:871532,family,ITIS:871532,accepted,2014-04-29,NA,NA,NA,NA,NA,NA,,,lynx spiders
Paratrechina,ITIS:154224,genus,ITIS:154224,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Forelius pruinosus,ITIS:574954,species,ITIS:574954,accepted,2001-03-13,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Forelius,pruinosus,,NA
Foadia,ITIS:779728,genus,ITIS:779728,accepted,2010-01-14,NA,NA,NA,NA,NA,NA,,,NA
Thripidae,ITIS:103353,family,ITIS:103353,accepted,2005-12-27,NA,NA,NA,NA,NA,NA,,,common thrips
Tanaostigmatidae,ITIS:153944,family,ITIS:153944,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,tanaostigmatids
Aphidiinae,ITIS:1142001,subfamily,ITIS:1142001,accepted,2022-08-01,NA,NA,NA,NA,NA,NA,,,NA
Agaonidae,ITIS:153963,family,ITIS:153963,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,fig wasps
Trupanea,ITIS:143052,genus,ITIS:143052,accepted,2005-05-12,NA,NA,NA,NA,NA,NA,,,NA
Corythucha,ITIS:104215,genus,ITIS:104215,accepted,2016-05-26,NA,NA,NA,NA,NA,NA,,,NA
Halictidae,ITIS:154348,family,ITIS:154348,accepted,2008-05-20,NA,NA,NA,NA,NA,NA,,,sweat bees
Exema,ITIS:719782,genus,ITIS:719782,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Simuliidae,ITIS:126640,family,ITIS:126640,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,black flies
Pipunculidae,ITIS:141593,family,ITIS:141593,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,big headed flies
Collops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linepithema,ITIS:573928,genus,ITIS:573928,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Amphientomidae,ITIS:660988,family,ITIS:660988,accepted,2005-02-22,NA,NA,NA,NA,NA,NA,,,NA
Aceratagallia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scymnus,ITIS:187044,genus,ITIS:187044,accepted,2005-12-02,NA,NA,NA,NA,NA,NA,,,NA
Hebecephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudatomoscelis,ITIS:106775,genus,ITIS:106775,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Dictyna,ITIS:872000,genus,ITIS:872000,accepted,2012-04-26,NA,NA,NA,NA,NA,NA,,,NA
Misumenops,ITIS:872523,genus,ITIS:872523,accepted,2012-04-26,NA,NA,NA,NA,NA,NA,,,NA
Liorhyssus,ITIS:108513,genus,ITIS:108513,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Gloridonus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyperaspis,ITIS:114336,genus,ITIS:114336,accepted,2005-12-02,NA,NA,NA,NA,NA,NA,,,NA
Pronotacantha,ITIS:107669,genus,ITIS:107669,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Coniopterygidae,ITIS:115075,family,ITIS:115075,accepted,2014-04-02,NA,NA,NA,NA,NA,NA,,,dusty wings
Chrysoperla,ITIS:666147,genus,ITIS:666147,accepted,2014-04-02,NA,NA,NA,NA,NA,NA,,,NA
Oncopeltus,ITIS:107849,genus,ITIS:107849,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Spanagonicus,ITIS:106817,genus,ITIS:106817,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Carpophilus,ITIS:114293,genus,ITIS:114293,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,NA
Metaphidippus,ITIS:872498,genus,ITIS:872498,accepted,2019-11-22,NA,NA,NA,NA,NA,NA,,,NA
Phlaeothripidae,ITIS:103357,family,ITIS:103357,accepted,2005-12-27,NA,NA,NA,NA,NA,NA,,,NA
Phyllotreta,ITIS:719700,genus,ITIS:719700,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Agromyza,ITIS:143386,genus,ITIS:143386,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Ebo,ITIS:872028,genus,ITIS:872028,accepted,2012-04-26,NA,NA,NA,NA,NA,NA,,,NA
Orius,ITIS:106959,genus,ITIS:106959,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Yponomeutidae,ITIS:118716,family,ITIS:118716,accepted,2005-12-13,NA,NA,NA,NA,NA,NA,,,ermine moths
Corimelaena,ITIS:109117,genus,ITIS:109117,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Phytocoris,ITIS:105061,genus,ITIS:105061,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Ceratocapsus,ITIS:105622,genus,ITIS:105622,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Isodacrys,ITIS:616895,genus,ITIS:616895,accepted,2003-03-25,NA,NA,NA,NA,NA,NA,,,NA
Conotelus,ITIS:114291,genus,ITIS:114291,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,NA
Apioninae,ITIS:678825,subfamily,ITIS:188355,synonym,2005-06-27,NA,NA,NA,NA,NA,NA,,,NA
Monoxia,ITIS:187782,genus,ITIS:187782,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Listrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eschatocrepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pegomya,ITIS:148691,genus,ITIS:148691,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,beet leafminer
Tortricidae,ITIS:117856,family,ITIS:117856,accepted,2005-12-13,NA,NA,NA,NA,NA,NA,,,leaf rollers
Metepeira,ITIS:848788,genus,ITIS:848788,accepted,2020-01-28,NA,NA,NA,NA,NA,NA,,,NA
Hypogastruridae,ITIS:99917,family,ITIS:99917,accepted,2007-06-14,NA,NA,NA,NA,NA,NA,,,NA
Parthenicus,ITIS:106080,genus,ITIS:106080,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Acalymma,ITIS:719672,genus,ITIS:719672,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Arachnida,ITIS:1117840,subclass,ITIS:1117840,accepted,2020-07-26,NA,NA,NA,NA,NA,NA,,,arachnids
Dorymyrmex bicolor,ITIS:574892,species,ITIS:574892,accepted,2001-03-13,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Dorymyrmex,bicolor,,NA
Megalostomis,ITIS:719776,genus,ITIS:719776,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Micaria,ITIS:185557,genus,ITIS:185557,accepted,2020-02-25,NA,NA,NA,NA,NA,NA,,,NA
Euscelis,ITIS:1094742,genus,ITIS:1094740,synonym,2019-09-27,NA,NA,NA,NA,NA,NA,,,NA
Pseudopsallus,ITIS:106160,genus,ITIS:106160,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Algarobius,ITIS:187739,genus,ITIS:187739,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Crematogaster,ITIS:574052,genus,ITIS:574052,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Prairiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exitianus,ITIS:200035,genus,ITIS:200035,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Balclutha,ITIS:200002,genus,ITIS:200002,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Scenopinus,ITIS:132143,genus,ITIS:132143,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Aufeius,ITIS:108481,genus,ITIS:108481,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Alconeura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Systena,ITIS:187786,genus,ITIS:187786,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Platystethus,ITIS:186552,genus,ITIS:186552,accepted,2005-11-23,NA,NA,NA,NA,NA,NA,,,NA
Mantodea,ITIS:914220,order,ITIS:914220,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,NA
Mantodea,ITIS:666589,suborder,ITIS:666589,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,NA
Ozognathus,ITIS:696303,genus,ITIS:696303,accepted,2006-01-10,NA,NA,NA,NA,NA,NA,,,NA
Desmometopa,ITIS:144520,genus,ITIS:144520,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Bethylidae,ITIS:154164,family,ITIS:154164,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,bethylid wasps
Listropsis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coniatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forelius mccooki,ITIS:574951,species,ITIS:574951,accepted,2001-03-13,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Forelius,mccooki,,NA
Zelus,ITIS:107367,genus,ITIS:107367,accepted,2018-05-25,NA,NA,NA,NA,NA,NA,,,NA
Isotomidae,ITIS:99245,family,ITIS:99245,accepted,2007-06-14,NA,NA,NA,NA,NA,NA,,,NA
Leucopis,ITIS:145401,genus,ITIS:145401,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Neurocolpus,ITIS:105035,genus,ITIS:105035,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Sennius,ITIS:719798,genus,ITIS:719798,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Neocoelidia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinopterus,ITIS:199995,genus,ITIS:199995,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Sabinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tiphiidae,ITIS:154175,family,ITIS:154175,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,tiphiid wasps
Orthotylinae,ITIS:717613,subfamily,ITIS:717613,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Solenopsis,ITIS:154237,genus,ITIS:154237,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Erythraeidae,ITIS:895691,family,ITIS:895691,accepted,2022-03-26,NA,NA,NA,NA,NA,NA,,,NA
Paratrechina longicornis,ITIS:154225,species,ITIS:154225,accepted,2001-03-13,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,longicornis,,crazy ant
Lepismatidae,ITIS:99220,family,ITIS:99220,accepted,2005-08-29,NA,NA,NA,NA,NA,NA,,,silverfish
Latrodectus,ITIS:848644,genus,ITIS:848644,accepted,2019-11-22,NA,NA,NA,NA,NA,NA,,,widow spiders
Fanniidae,ITIS:151314,family,ITIS:151314,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Oedipodinae,ITIS:650527,subfamily,ITIS:650527,accepted,2004-11-08,NA,NA,NA,NA,NA,NA,,,NA
Mantidae,ITIS:102396,family,ITIS:102396,accepted,2005-03-09,NA,NA,NA,NA,NA,NA,,,mantids
Solenopsis xyloni,ITIS:154242,species,ITIS:154242,accepted,2001-03-13,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,xyloni,,southern fire ant
Ulidiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecinus,ITIS:616914,genus,ITIS:616914,accepted,2003-03-25,NA,NA,NA,NA,NA,NA,,,NA
Culicidae,ITIS:125930,family,ITIS:125930,accepted,2021-06-28,NA,NA,NA,NA,NA,NA,,,mosquitoes
Agelenidae,ITIS:871511,family,ITIS:871511,accepted,2019-12-17,NA,NA,NA,NA,NA,NA,,,funnel weavers
Catorhintha,ITIS:108381,genus,ITIS:108381,accepted,2022-08-01,NA,NA,NA,NA,NA,NA,,,NA
Gnaphosidae,ITIS:185556,family,ITIS:185556,accepted,2020-02-25,NA,NA,NA,NA,NA,NA,,,stealthy ground spiders
Stenopodius,ITIS:719622,genus,ITIS:719622,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,NA
Phoridae,ITIS:138921,family,ITIS:138921,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,humpbacked flies
Fulgoroidea,ITIS:109173,superfamily,ITIS:109173,accepted,2013-03-26,NA,NA,NA,NA,NA,NA,,,Planthoppers
Caeculidae,ITIS:895681,family,ITIS:895681,accepted,2019-11-04,NA,NA,NA,NA,NA,NA,,,NA
Diapriidae,ITIS:154067,family,ITIS:154067,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,diapriids
Sceliphron caementarium,ITIS:769860,species,ITIS:769860,accepted,2019-05-28,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,caementarium,,NA
Polistes,ITIS:154266,genus,ITIS:154266,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,NA
Niesthreini,ITIS:721756,tribe,ITIS:721756,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Ectromatopsis americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geocoridae,ITIS:107676,family,ITIS:107676,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Chaetocnema,ITIS:187766,genus,ITIS:187766,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Xyphon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aenasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gargaphia,ITIS:104282,genus,ITIS:104282,accepted,2016-05-26,NA,NA,NA,NA,NA,NA,,,NA
Chalcididae,ITIS:154021,family,ITIS:154021,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,chalcidid wasps
Bombyliidae,ITIS:134153,family,ITIS:134153,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,bee flies
Chlamisini,ITIS:719601,tribe,ITIS:719601,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Erythraeoidea,ITIS:895635,superfamily,ITIS:895635,accepted,2022-03-26,NA,NA,NA,NA,NA,NA,,,NA
Multareoides bifurcatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anystoidea,ITIS:895631,superfamily,ITIS:895631,accepted,2019-11-04,NA,NA,NA,NA,NA,NA,,,NA
Toryminae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex,ITIS:573919,genus,ITIS:573919,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Cerceris,ITIS:154340,genus,ITIS:154340,accepted,2017-05-30,NA,NA,NA,NA,NA,NA,,,NA
Eucerini,ITIS:633938,tribe,ITIS:633938,accepted,2020-08-28,NA,NA,NA,NA,NA,NA,,,Long horned Bees
Scaphidiinae,ITIS:678473,subfamily,ITIS:678473,accepted,2005-06-27,NA,NA,NA,NA,NA,NA,,,NA
Tenebrionidae,ITIS:114419,family,ITIS:114419,accepted,2005-06-27,NA,NA,NA,NA,NA,NA,,,darkling beetles
Largidae,ITIS:108198,family,ITIS:108198,accepted,2020-09-25,NA,NA,NA,NA,NA,NA,,,largid bugs
Corythaica,ITIS:104208,genus,ITIS:104208,accepted,2016-05-26,NA,NA,NA,NA,NA,NA,,,NA
Glyptina,ITIS:719703,genus,ITIS:719703,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Issidae,ITIS:109184,family,ITIS:109184,accepted,2013-03-26,NA,NA,NA,NA,NA,NA,,,issid planthoppers
Zabrotes,ITIS:187761,genus,ITIS:187761,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Forelius,ITIS:573923,genus,ITIS:573923,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Euryopis,ITIS:848342,genus,ITIS:848342,accepted,2019-11-22,NA,NA,NA,NA,NA,NA,,,NA
Zygentoma,ITIS:685008,order,ITIS:685008,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,silverfish
Nabis,ITIS:107115,genus,ITIS:107115,accepted,2007-02-09,NA,NA,NA,NA,NA,NA,,,NA
Drosophilidae,ITIS:146185,family,ITIS:146185,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,pomace flies
Geocoris pallens,ITIS:107760,species,ITIS:107760,accepted,2007-02-09,Animalia,Arthropoda,Insecta,Hemiptera,Geocoridae,Geocoris,pallens,,NA
Zagrammosoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bdellidae,ITIS:82755,family,ITIS:82755,accepted,2019-11-04,NA,NA,NA,NA,NA,NA,,,NA
Cercopidae,ITIS:109172,family,ITIS:109172,accepted,2015-03-02,NA,NA,NA,NA,NA,NA,,,spittlebugs
Coccinella,ITIS:114346,genus,ITIS:114346,accepted,2005-12-02,NA,NA,NA,NA,NA,NA,,,NA
Apateticus,ITIS:108641,genus,ITIS:108641,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Ophryastes,ITIS:616958,genus,ITIS:616958,accepted,2003-03-25,NA,NA,NA,NA,NA,NA,,,NA
Tettigoniidae,ITIS:102232,family,ITIS:102232,accepted,2005-01-06,NA,NA,NA,NA,NA,NA,,,long horned grasshoppers
Pogonomyrmex maricopa,ITIS:154234,species,ITIS:154234,accepted,2001-06-26,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,maricopa,,Maricopa harvester ant
Peucetia,ITIS:872768,genus,ITIS:872768,accepted,2012-04-26,NA,NA,NA,NA,NA,NA,,,NA
Cheiracanthium,ITIS:871868,genus,ITIS:871868,accepted,2014-04-29,NA,NA,NA,NA,NA,NA,,,longlegged sac spiders
Andrenidae,ITIS:154361,family,ITIS:154361,accepted,2018-05-25,NA,NA,NA,NA,NA,NA,,,andrenids
Mycetophilidae,ITIS:121636,family,ITIS:121636,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,fungus gnats
Sitticus,ITIS:873040,genus,ITIS:873040,accepted,2019-11-22,NA,NA,NA,NA,NA,NA,,,NA
Negha,ITIS:666194,genus,ITIS:666194,accepted,2005-03-07,NA,NA,NA,NA,NA,NA,,,NA
Carabidae,ITIS:109234,family,ITIS:109234,accepted,2013-12-23,NA,NA,NA,NA,NA,NA,,,ground beetles
Clastoptera,ITIS:955992,genus,ITIS:955992,accepted,2015-03-02,NA,NA,NA,NA,NA,NA,,,NA
Noctuidae,ITIS:117318,family,ITIS:117318,accepted,2014-05-28,NA,NA,NA,NA,NA,NA,,,underwings
Arhyssus,ITIS:108491,genus,ITIS:108491,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Eupelmidae,ITIS:153952,family,ITIS:153952,accepted,2006-11-28,NA,NA,NA,NA,NA,NA,,,eupelmids
Scenopinidae,ITIS:132049,family,ITIS:132049,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,windoe flies
Ceratopogonidae,ITIS:127076,family,ITIS:127076,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,biting midges
Apoidea,ITIS:154344,superfamily,ITIS:154344,accepted,2021-11-30,NA,NA,NA,NA,NA,NA,,,sphecoid wasps
Monomorium,ITIS:154219,genus,ITIS:154219,accepted,2001-03-13,NA,NA,NA,NA,NA,NA,,,NA
Stator,ITIS:187758,genus,ITIS:187758,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Sciomyzidae,ITIS:144653,family,ITIS:144653,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,marsh flies
Meloidae,ITIS:114387,family,ITIS:114387,accepted,2007-10-11,NA,NA,NA,NA,NA,NA,,,blister beetles
Tabanidae,ITIS:130934,family,ITIS:130934,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,clegs
Trichoptera,ITIS:115095,order,ITIS:115095,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,caddisflies
Mimosestes,ITIS:187752,genus,ITIS:187752,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Oligotomidae,ITIS:102466,family,ITIS:102466,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,NA
Macrorhoptus,ITIS:616909,genus,ITIS:616909,accepted,2003-03-25,NA,NA,NA,NA,NA,NA,,,NA
Teleonemia,ITIS:104379,genus,ITIS:104379,accepted,2016-05-26,NA,NA,NA,NA,NA,NA,,,NA
Plecoptera,ITIS:102467,order,ITIS:102467,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,stoneflies
Anobiidae,ITIS:114459,family,ITIS:114459,accepted,2006-01-10,NA,NA,NA,NA,NA,NA,,,death watch beetles
Pachybrachis,ITIS:719766,genus,ITIS:719766,accepted,2007-04-10,NA,NA,NA,NA,NA,NA,,,NA
Geocoris punctipes,ITIS:107762,species,ITIS:107762,accepted,2007-02-09,Animalia,Arthropoda,Insecta,Hemiptera,Geocoridae,Geocoris,punctipes,,NA
Metacanthus multispinus,ITIS:107667,species,ITIS:107667,accepted,2007-02-09,Animalia,Arthropoda,Insecta,Hemiptera,Berytidae,Metacanthus,multispinus,,NA
Chrysopa,ITIS:666146,genus,ITIS:666146,accepted,2014-04-02,NA,NA,NA,NA,NA,NA,,,NA
Halictinae,ITIS:633921,subfamily,ITIS:633921,accepted,2008-04-10,NA,NA,NA,NA,NA,NA,,,NA
Phthiria,ITIS:134828,genus,ITIS:134828,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Mythicomyia,ITIS:134157,genus,ITIS:134157,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,NA
Sarcophagidae,ITIS:151815,family,ITIS:151815,accepted,1996-06-24,NA,NA,NA,NA,NA,NA,,,flesh flies
