taxa_raw,taxa_trimmed,taxa_replacement,taxa_removed,taxa_clean,rank,authority,authority_id,score,difference
Sciaridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anystoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anystidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bdellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caeculidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sminthuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphecidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staphylinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythraeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syrphidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oribatida,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trombidioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theridiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomisidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysopa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerceris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thysanoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tingidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tiphiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichogrammatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zabrotes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acari,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acrididae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleyrodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthocoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphididae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bethylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braconidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buprestidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cecidomyiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chalcidoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halictinae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Collembola,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corylophidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucerini,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pogonomyrmex maricopa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curculionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cynipidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delphacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dictynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empididae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomobryidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Formicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dermestidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sepsidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berytidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neuroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anyphaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geometridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coccoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platygastridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mordellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pentatomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philodromidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byrrhidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trixoscelididae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acalymma,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catorhintha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetocnema,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyza,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geocoris pallens,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mythicomyia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nabis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Negha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niesthreini,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paratrechina longicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphientomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peucetia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phthiria,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenopodius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agelenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthomyiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceratopogonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fanniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geocoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sciomyzidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forelius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mimosestes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aenasius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latrodectus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipodinae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aufeius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aysha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blastobasidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachymyrmex,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calocoris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carneocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camponotus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpophilus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis xyloni,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macrorhoptus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sitticus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metacanthus multispinus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceratocapsus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysididae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cixiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corythucha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crematogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA
Largidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenebrionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eupelmidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diapriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vespidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clastopteridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noctuidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dictyna,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ebo,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empoasca,NA,NA,NA,NA,NA,NA,NA,NA,NA
Encyrtidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ephemeroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ephemerellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ephydridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucoilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulophidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyphon,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecinus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stator,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachybrachis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurytomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exema,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exitianus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foadia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geocoris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heleomyzidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippodamia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homalodisca,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypogastruridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isotomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linepithema,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liorhyssus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zagrammosoma,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lygus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monomorium,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forelius mccooki,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaphidiinae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polistes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Misumenops,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecocystus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurocolpus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nysius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opsius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pardosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phlaeothripidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytocoris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophryastes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teleonemia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forelius pruinosus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psectrosciara,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anobiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bombyliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carabidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chalcididae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fulgoroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Issidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepismatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhinacloa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mantidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycetophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oligotomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabanidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tettigoniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clastoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simuliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spanagonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Systena,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tachinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanaostigmatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thripidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thyanta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tipulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gargaphia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torymidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlamisini,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corythaica,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheiracanthium,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tidarren,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callosobruchus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smicronyx,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trupanea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agaonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeolothripidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scelionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphidiinae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tephritidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyzidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dolichopodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Figitidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scathophagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scatopsidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippodamia convergens,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipunculidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysoperla,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zelus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yponomeutidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pegomya,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucopis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metaphidippus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metepeira,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coniopterygidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isodacrys,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conotelus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monoxia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudatomoscelis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megalostomis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scymnus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllotreta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alconeura,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coniatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platystethus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algarobius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopsallus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinopterus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyperaspis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozognathus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaphytopius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sennius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncopeltus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eschatocrepis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prairiana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scenopinus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corimelaena,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parthenicus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tortricidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmometopa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coccinella,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pronotacantha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apioninae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthotylinae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euscelis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyptina,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aceratagallia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toryminae,NA,NA,NA,NA,Family,https://bugguide.net,12618,NA,NA
Collops,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hebecephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Listropsis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulidiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gloridonus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neocoelidia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sabinia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geocoris punctipes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balclutha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheiracanthiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarcophagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megaspilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arachnida,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mantodea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araneae,NA,NA,NA,NA,NA,NA,NA,NA,NA
